sep=,
"id","iname","price_pur","price1","price2","price3","price4","category","company","firstbalance","firstbalance_val","minbalance","img","active","ispack","scale","clr","siz","mdl","unit_name","unit_count","firstbalance_price","unit_id","min_price","sortin_cate","lastUpdate","ItemDiscription","expirtion_days","expirtion_days_alert","cate_id","isServiceItem","cost_id","id_inMainServer"
"3381","بلاته خشب بالواحده ","11.5","27","27","27","27","","","8","92","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3382","واصلة ايفون SS200","35","65","65","65","65","","","10","350","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3383","واصلة تايب سي SZX","35","65","65","65","65","","","10","350","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3384","واصلة ايفون AUX ","45","85","85","85","85","","","2","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3385","قلم سبوره اطفال  جديد بالواحد ","3","6","6","6","6","","","24","72","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3386","نوته سلك كبير جديد","40","60","60","60","60","","","3","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3387","قلم جل بولو","5","12","12","12","12","","","24","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3388","واصله تايب سي AUX","25","60","60","60","60","","","4","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3389","كشكول سلك 100 ورقه a4 جديد ","23","30","30","30","30","","","20","460","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3390","كشكوا سلك 60 ورقه a4 جديد مش شغال","17","23","23","23","23","","","20","340","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3391","الوان خشب 12 لون قصير animal ","7","15","15","15","15","","","12","84","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3392","استيك نوت صغير مخطط","8.75","15","15","15","15","","","12","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3393","الوان حجر ميه بالفرشه ","15","30","30","30","30","","","6","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3394","كشكول 80 ورقه مربعات كبير ","15","15","15","15","20","","","50","750","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3395","هاي ليتر بريما بالواحد","4.5","10","10","10","10","","","40","180","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3396","واصلة تايب سي pavarel ","17.5","45","45","45","45","","","10","175","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3397","واصلة اندرويد dc73","20","50","50","50","55","","","22","440","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3398","مقص J701","5","10","10","10","10","","","22","110","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3399","اسكتش الوان مصري كانسون ","45","35","35","35","65","","","25","5850","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3400","وصله اندريد k3","11","35","35","35","35","","","20","220","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3401","كارت تلاجه ","55","95","95","95","95","","","2","110","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3402","كارت نظافه صفير ","60","90","90","90","95","","","4","240","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3403","مسدس 4*1كارت ","75","145","145","145","165","","","5","375","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3404","كارت بطيخ ","55","95","95","95","95","","","2","110","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3405","بالون هليوم عيد ميلاد 7*1","15","25","25","25","25","","","7","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3406","كيس زماره 1*6","17.5","20","20","20","35","","","40","600","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3407","شمع عيدميلاد لوكس  ","15","20","20","20","20","","","6","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3408","شمع هابي حروف ","20","25","25","25","30","","","16","320","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3409","شمع دهبي لوكس ","12.5","20","20","20","25","","","5","62.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3410","فانوس خيامي اطفال صوت صغير ","55","80","80","80","80","","","6","330","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3411","فانوس خيامي اطفال صوت كبير ","65","95","95","95","115","","","7","455","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3412","جامع كبير نور +رمضان كريم","80","115","115","115","135","","","9","720","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3413","هلال جامع نور كبير ","65","100","100","100","100","","","6","390","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3414","رمضان كريم ليد نور","90","125","125","125","140","","","15","1350","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3415","فانوس اشكال ولاد وبنات ","55","85","85","85","100","","","6","330","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3416","فانوس خشب زان صغير ","33","55","55","55","55","","","6","198","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3417","فرع خيامي 5م 2023","5","10","10","10","10","","","84","420","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3418","عروسه رمضان على اسكوتر ","165","225","225","225","225","","","2","330","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3419","عروسه ماشا هلال ","105","175","175","175","175","","","2","210","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3420","فانوس كيتي جيتار ","110","165","165","165","165","","","2","220","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3421","عروسه ميكي رمضان ","115","170","170","170","170","","","2","230","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3422","فانوس اسبيدر مان عربيه ","65","95","95","95","95","","","2","130","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3423","اسكوتر رمضان 1 ","85","135","135","135","135","","","1","85","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3424","فانوس رمضان باز يطير ","95","145","145","145","145","","","2","190","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3425","باتمان اسكوتر رمضان ","65","95","95","95","95","","","2","130","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3426","باربي فانوس ","120","185","185","185","185","","","2","240","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3427","باترول فانوس ","85","165","165","165","165","","","2","170","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3428","عاروسه فانوس فروزن ","110","195","195","195","195","","","2","220","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3429","شنطه عربيه ريموت فتح ابواب ","320","350","350","350","485","","","9","2880","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3430","حبل معدن دهبي اشكال حبل اسود ","48","75","75","75","95","","","6","288","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3431","زينه خيامي 7 متر مستورد","15","20","20","20","25","","","72","756","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3432","زينه كرتون كنافه وفول ","10","20","20","20","20","","","9","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3433","زينه هلالونجمه ","10","20","20","20","20","","","9","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3434","زينه مربعه اشكال ","11","22","22","22","22","","","9","99","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3435","زينه كرتون شخصيات مثلثه ","15","25","25","25","25","","","35","525","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3436","هلا ونجمه صغير ","12","25","25","25","25","","","9","108","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3437","زينه فنانيس ","11","25","25","25","25","","","9","99","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3438","سريه هلال وفانوس جامبو ","52","90","90","90","105","","","3","156","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3439","فرع فانوس دهبي وفضي ","38","65","65","65","65","","","3","114","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3440","علبه نور لد صغير ","40","85","85","85","95","","","3","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3441","نجمه هلال عبله سوده كبير ","115","175","175","175","175","","","3","345","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3442","مادليا فانوس ","5.5","10","10","10","10","","","12","66","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3443","y665","62","140","140","140","120","","","3","186","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3444","celebrat","25","65","65","65","65","","","12","300","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3445","szx","75","150","150","150","150","","","5","375","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3446","save micro sc-03","25","70","70","70","70","","","3","75","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3447","moxom typc","35","60","60","60","60","","","6","210","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
